,state,year,bacode,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,dobbscodev1,dobbscodev2,dobbscodev3,dobbscode_sensitivity,dobbscode_sensitivity_tx,deaths_nhblack,deaths_nhwhite,deaths_hisp,deaths_otherraceeth,deaths_con,deaths_noncon,deaths_neo,deaths_total,exposed_infdeaths,time,deaths_nonneo,births_con,births_noncon,births_neo,births_nonneo,partial_ban,quarter,exposure_code,births_other
658,Idaho,2022,1,110.0,8312.0,1912.0,10976.0,642.0,1.0,1.0,1.0,1.0,,0.0,42.0,13.0,0.0,11.0,44.0,40.0,55.0,0,2022-01-01,15.0,10976.0,10976.0,10976.0,10976.0,0,2022-Q1,0,642.0
659,Idaho,2022,2,148.0,8582.0,2090.0,11415.0,595.0,1.0,1.0,1.0,1.0,,,42.0,,,14.0,48.0,45.0,62.0,0,2022-07-01,17.0,11415.0,11415.0,11415.0,11415.0,0,2022-Q3,0,595.0
660,Idaho,2023,1,139.0,8215.0,2033.0,10955.0,568.0,1.0,1.0,1.0,1.0,,,34.0,12.0,0.0,11.0,40.0,32.0,51.0,1,2023-01-01,19.0,10955.0,10955.0,10955.0,10955.0,0,2023-Q1,1,568.0
661,Idaho,2023,2,152.0,8434.0,2232.0,11442.0,624.0,1.0,1.0,1.0,1.0,,,34.0,10.0,,14.0,35.0,30.0,49.0,1,2023-07-01,19.0,11442.0,11442.0,11442.0,11442.0,0,2023-Q3,1,624.0
689,Illinois,2012,1,13188.0,42322.0,17002.0,77779.0,5267.0,0.0,0.0,0.0,,,184.0,221.0,103.0,25.0,79.0,470.0,389.0,549.0,0,2012-01-01,160.0,77779.0,77779.0,77779.0,77779.0,0,2012-Q1,0,5267.0
690,Illinois,2012,2,14086.0,43872.0,17785.0,81381.0,5638.0,0.0,0.0,0.0,,,171.0,186.0,92.0,22.0,84.0,399.0,318.0,483.0,0,2012-07-01,165.0,81381.0,81381.0,81381.0,81381.0,0,2012-Q3,0,5638.0
691,Illinois,2013,1,13004.0,41582.0,16307.0,76130.0,5237.0,0.0,0.0,0.0,,,159.0,207.0,81.0,24.0,86.0,394.0,341.0,480.0,0,2013-01-01,139.0,76130.0,76130.0,76130.0,76130.0,0,2013-Q1,0,5237.0
692,Illinois,2013,2,13803.0,44284.0,17147.0,80801.0,5567.0,0.0,0.0,0.0,,,186.0,156.0,97.0,19.0,81.0,381.0,298.0,462.0,0,2013-07-01,164.0,80801.0,80801.0,80801.0,80801.0,0,2013-Q3,0,5567.0
693,Illinois,2014,1,13135.0,42040.0,16180.0,76709.0,5354.0,0.0,0.0,0.0,,,178.0,245.0,102.0,20.0,89.0,458.0,400.0,547.0,0,2014-01-01,147.0,76709.0,76709.0,76709.0,76709.0,0,2014-Q1,0,5354.0
694,Illinois,2014,2,14052.0,44187.0,17623.0,81847.0,5985.0,0.0,0.0,0.0,,,160.0,219.0,97.0,22.0,92.0,406.0,357.0,498.0,0,2014-07-01,141.0,81847.0,81847.0,81847.0,81847.0,0,2014-Q3,0,5985.0
695,Illinois,2015,1,13266.0,42017.0,16485.0,77412.0,5644.0,0.0,0.0,0.0,,,151.0,203.0,104.0,19.0,88.0,389.0,354.0,477.0,0,2015-01-01,123.0,77412.0,77412.0,77412.0,77412.0,0,2015-Q1,0,5644.0
696,Illinois,2015,2,13894.0,43407.0,17417.0,80704.0,5986.0,0.0,0.0,0.0,,,188.0,180.0,84.0,16.0,91.0,385.0,314.0,476.0,0,2015-07-01,162.0,80704.0,80704.0,80704.0,80704.0,0,2015-Q3,0,5986.0
697,Illinois,2016,1,12536.0,40857.0,15977.0,76046.0,6676.0,0.0,0.0,0.0,,,167.0,168.0,93.0,10.0,65.0,375.0,301.0,440.0,0,2016-01-01,139.0,76046.0,76046.0,76046.0,76046.0,0,2016-Q1,0,6676.0
698,Illinois,2016,2,13083.0,41461.0,16658.0,78399.0,7197.0,0.0,0.0,0.0,,,182.0,225.0,110.0,23.0,113.0,427.0,392.0,540.0,0,2016-07-01,148.0,78399.0,78399.0,78399.0,78399.0,0,2016-Q3,0,7197.0
699,Illinois,2017,1,12441.0,38729.0,15315.0,72967.0,6482.0,0.0,0.0,0.0,,,187.0,164.0,79.0,20.0,81.0,370.0,314.0,451.0,0,2017-01-01,137.0,72967.0,72967.0,72967.0,72967.0,0,2017-Q1,0,6482.0
700,Illinois,2017,2,13244.0,40196.0,16113.0,76423.0,6870.0,0.0,0.0,0.0,,,165.0,183.0,89.0,20.0,87.0,374.0,315.0,461.0,0,2017-07-01,146.0,76423.0,76423.0,76423.0,76423.0,0,2017-Q3,0,6870.0
701,Illinois,2018,1,12301.0,38141.0,14866.0,71613.0,6305.0,0.0,0.0,0.0,,,169.0,199.0,75.0,16.0,97.0,364.0,312.0,461.0,0,2018-01-01,149.0,71613.0,71613.0,71613.0,71613.0,0,2018-Q1,0,6305.0
702,Illinois,2018,2,12181.0,39103.0,15496.0,73202.0,6422.0,0.0,0.0,0.0,,,176.0,191.0,85.0,24.0,83.0,398.0,348.0,481.0,0,2018-07-01,133.0,73202.0,73202.0,73202.0,73202.0,0,2018-Q3,0,6422.0
703,Illinois,2019,1,11035.0,36692.0,14564.0,68353.0,6062.0,0.0,0.0,0.0,,,137.0,164.0,84.0,13.0,65.0,345.0,287.0,410.0,0,2019-01-01,123.0,68353.0,68353.0,68353.0,68353.0,0,2019-Q1,0,6062.0
704,Illinois,2019,2,12223.0,37742.0,15533.0,71775.0,6277.0,0.0,0.0,0.0,,,134.0,148.0,76.0,16.0,72.0,312.0,247.0,384.0,0,2019-07-01,137.0,71775.0,71775.0,71775.0,71775.0,0,2019-Q3,0,6277.0
705,Illinois,2020,1,10877.0,35314.0,14208.0,66113.0,5714.0,0.0,0.0,0.0,,,129.0,151.0,63.0,11.0,63.0,294.0,246.0,357.0,0,2020-01-01,111.0,66113.0,66113.0,66113.0,66113.0,0,2020-Q1,0,5714.0
706,Illinois,2020,2,11416.0,35236.0,14600.0,67185.0,5933.0,0.0,0.0,0.0,,,162.0,127.0,81.0,,77.0,303.0,277.0,380.0,0,2020-07-01,103.0,67185.0,67185.0,67185.0,67185.0,0,2020-Q3,0,5933.0
707,Illinois,2021,1,10197.0,35350.0,13624.0,64689.0,5518.0,0.0,0.0,0.0,,,120.0,160.0,91.0,21.0,73.0,323.0,275.0,396.0,0,2021-01-01,121.0,64689.0,64689.0,64689.0,64689.0,0,2021-Q1,0,5518.0
708,Illinois,2021,2,10582.0,36132.0,14922.0,67500.0,5864.0,0.0,0.0,0.0,,,127.0,131.0,73.0,12.0,79.0,268.0,201.0,347.0,0,2021-07-01,146.0,67500.0,67500.0,67500.0,67500.0,0,2021-Q3,0,5864.0
709,Illinois,2022,1,9538.0,33090.0,14286.0,62338.0,5424.0,0.0,0.0,0.0,,,120.0,133.0,73.0,17.0,53.0,295.0,235.0,348.0,0,2022-01-01,113.0,62338.0,62338.0,62338.0,62338.0,0,2022-Q1,0,5424.0
710,Illinois,2022,2,9758.0,35017.0,15424.0,66012.0,5813.0,0.0,0.0,0.0,,,122.0,140.0,73.0,27.0,60.0,307.0,258.0,367.0,0,2022-07-01,109.0,66012.0,66012.0,66012.0,66012.0,0,2022-Q3,0,5813.0
711,Illinois,2023,1,8959.0,31879.0,14598.0,61035.0,5599.0,0.0,0.0,0.0,,,129.0,132.0,79.0,21.0,66.0,300.0,255.0,366.0,0,2023-01-01,111.0,61035.0,61035.0,61035.0,61035.0,0,2023-Q1,0,5599.0
712,Illinois,2023,2,9054.0,32819.0,15867.0,63785.0,6045.0,0.0,0.0,0.0,,,113.0,142.0,83.0,21.0,57.0,308.0,246.0,365.0,0,2023-07-01,119.0,63785.0,63785.0,63785.0,63785.0,0,2023-Q3,0,6045.0
740,Indiana,2012,1,4757.0,31028.0,3325.0,40210.0,1100.0,,0.0,0.0,,,68.0,167.0,30.0,,59.0,209.0,187.0,268.0,0,2012-01-01,81.0,40210.0,40210.0,40210.0,40210.0,0,2012-Q1,0,1100.0
741,Indiana,2012,2,5286.0,32773.0,3707.0,43017.0,1251.0,,0.0,0.0,,,76.0,183.0,27.0,,70.0,219.0,185.0,289.0,0,2012-07-01,104.0,43017.0,43017.0,43017.0,43017.0,0,2012-Q3,0,1251.0
742,Indiana,2013,1,4793.0,31135.0,3290.0,40386.0,1168.0,,0.0,0.0,,,71.0,203.0,29.0,10.0,66.0,247.0,191.0,313.0,0,2013-01-01,122.0,40386.0,40386.0,40386.0,40386.0,0,2013-Q1,0,1168.0
743,Indiana,2013,2,5217.0,32685.0,3547.0,42716.0,1267.0,,0.0,0.0,,,91.0,169.0,20.0,,66.0,221.0,190.0,287.0,0,2013-07-01,97.0,42716.0,42716.0,42716.0,42716.0,0,2013-Q3,0,1267.0
744,Indiana,2014,1,4975.0,31192.0,3472.0,40839.0,1200.0,,0.0,0.0,,,70.0,196.0,30.0,,70.0,233.0,198.0,303.0,0,2014-01-01,105.0,40839.0,40839.0,40839.0,40839.0,0,2014-Q1,0,1200.0
745,Indiana,2014,2,5369.0,32884.0,3767.0,43241.0,1221.0,,0.0,0.0,,,78.0,187.0,20.0,,52.0,240.0,188.0,292.0,0,2014-07-01,104.0,43241.0,43241.0,43241.0,43241.0,0,2014-Q3,0,1221.0
746,Indiana,2015,1,5079.0,30890.0,3717.0,40963.0,1277.0,,0.0,0.0,,,69.0,193.0,34.0,,75.0,230.0,194.0,305.0,0,2015-01-01,111.0,40963.0,40963.0,40963.0,40963.0,0,2015-Q1,0,1277.0
747,Indiana,2015,2,5264.0,32582.0,3917.0,43077.0,1314.0,,0.0,0.0,,,66.0,203.0,31.0,,64.0,242.0,212.0,306.0,0,2015-07-01,94.0,43077.0,43077.0,43077.0,43077.0,0,2015-Q3,0,1314.0
748,Indiana,2016,1,4748.0,30247.0,3591.0,40477.0,1891.0,,0.0,0.0,,,75.0,183.0,28.0,,73.0,218.0,188.0,291.0,0,2016-01-01,103.0,40477.0,40477.0,40477.0,40477.0,0,2016-Q1,0,1891.0
749,Indiana,2016,2,5020.0,31792.0,3851.0,42614.0,1951.0,,0.0,0.0,,,70.0,215.0,37.0,,78.0,251.0,223.0,329.0,0,2016-07-01,106.0,42614.0,42614.0,42614.0,42614.0,0,2016-Q3,0,1951.0
750,Indiana,2017,1,4751.0,29286.0,3612.0,39625.0,1976.0,,0.0,0.0,,,80.0,188.0,30.0,,56.0,250.0,194.0,306.0,0,2017-01-01,112.0,39625.0,39625.0,39625.0,39625.0,0,2017-Q1,0,1976.0
751,Indiana,2017,2,5220.0,31229.0,4057.0,42545.0,2039.0,,0.0,0.0,,,83.0,173.0,28.0,10.0,60.0,234.0,198.0,294.0,0,2017-07-01,96.0,42545.0,42545.0,42545.0,42545.0,0,2017-Q3,0,2039.0
752,Indiana,2018,1,4960.0,29242.0,3766.0,40015.0,2047.0,,0.0,0.0,,,66.0,181.0,24.0,10.0,63.0,219.0,198.0,282.0,0,2018-01-01,84.0,40015.0,40015.0,40015.0,40015.0,0,2018-Q1,0,2047.0
753,Indiana,2018,2,5282.0,30278.0,4101.0,41631.0,1970.0,,0.0,0.0,,,73.0,169.0,24.0,,64.0,210.0,174.0,274.0,0,2018-07-01,100.0,41631.0,41631.0,41631.0,41631.0,0,2018-Q3,0,1970.0
754,Indiana,2019,1,4844.0,28178.0,4024.0,38992.0,1946.0,,0.0,0.0,,,58.0,184.0,26.0,,75.0,197.0,160.0,272.0,0,2019-01-01,112.0,38992.0,38992.0,38992.0,38992.0,0,2019-Q1,0,1946.0
755,Indiana,2019,2,5405.0,30033.0,4396.0,41867.0,2033.0,,0.0,0.0,,,61.0,161.0,27.0,,54.0,199.0,147.0,253.0,0,2019-07-01,106.0,41867.0,41867.0,41867.0,41867.0,0,2019-Q3,0,2033.0
756,Indiana,2020,1,4904.0,27746.0,4271.0,38864.0,1943.0,,0.0,0.0,,,67.0,154.0,27.0,,59.0,193.0,153.0,252.0,0,2020-01-01,99.0,38864.0,38864.0,38864.0,38864.0,0,2020-Q1,0,1943.0
757,Indiana,2020,2,4944.0,28544.0,4209.0,39752.0,2055.0,,0.0,0.0,,,73.0,168.0,24.0,,70.0,205.0,165.0,275.0,0,2020-07-01,110.0,39752.0,39752.0,39752.0,39752.0,0,2020-Q3,0,2055.0
758,Indiana,2021,1,4657.0,27321.0,4028.0,38010.0,2004.0,,0.0,0.0,,,66.0,139.0,29.0,10.0,57.0,187.0,149.0,244.0,0,2021-01-01,95.0,38010.0,38010.0,38010.0,38010.0,0,2021-Q1,0,2004.0
759,Indiana,2021,2,5334.0,29518.0,4798.0,41936.0,2286.0,,0.0,0.0,,,61.0,169.0,43.0,19.0,69.0,224.0,194.0,293.0,0,2021-07-01,99.0,41936.0,41936.0,41936.0,41936.0,0,2021-Q3,0,2286.0
760,Indiana,2022,1,4882.0,26870.0,4679.0,38600.0,2169.0,,0.0,0.0,,,66.0,168.0,30.0,18.0,47.0,235.0,190.0,282.0,0,2022-01-01,92.0,38600.0,38600.0,38600.0,38600.0,0,2022-Q1,0,2169.0
761,Indiana,2022,2,5237.0,28308.0,5260.0,41049.0,2244.0,,0.0,0.0,,,84.0,145.0,48.0,15.0,56.0,236.0,185.0,292.0,0,2022-07-01,107.0,41049.0,41049.0,41049.0,41049.0,0,2022-Q3,0,2244.0
762,Indiana,2023,1,4922.0,26538.0,5119.0,38806.0,2227.0,,0.0,0.0,,,71.0,146.0,35.0,12.0,54.0,210.0,160.0,264.0,0,2023-01-01,104.0,38806.0,38806.0,38806.0,38806.0,0,2023-Q1,0,2227.0
763,Indiana,2023,2,5113.0,27328.0,5467.0,40194.0,2286.0,,0.0,0.0,,,76.0,128.0,39.0,16.0,56.0,204.0,169.0,260.0,0,2023-07-01,91.0,40194.0,40194.0,40194.0,40194.0,0,2023-Q3,0,2286.0
791,Iowa,2012,1,965.0,15599.0,1532.0,18804.0,708.0,,0.0,0.0,0.0,0.0,18.0,65.0,,,26.0,66.0,61.0,92.0,0,2012-01-01,31.0,18804.0,18804.0,18804.0,18804.0,0,2012-Q1,0,708.0
792,Iowa,2012,2,1042.0,16476.0,1619.0,19898.0,761.0,,0.0,0.0,0.0,0.0,16.0,84.0,10.0,,30.0,83.0,65.0,113.0,0,2012-07-01,48.0,19898.0,19898.0,19898.0,19898.0,0,2012-Q3,0,761.0
793,Iowa,2013,1,1045.0,15630.0,1536.0,18943.0,732.0,,0.0,0.0,0.0,0.0,10.0,57.0,,,21.0,53.0,42.0,74.0,0,2013-01-01,32.0,18943.0,18943.0,18943.0,18943.0,0,2013-Q1,0,732.0
794,Iowa,2013,2,1071.0,16672.0,1639.0,20151.0,769.0,,0.0,0.0,0.0,0.0,14.0,60.0,10.0,,25.0,63.0,63.0,88.0,0,2013-07-01,25.0,20151.0,20151.0,20151.0,20151.0,0,2013-Q3,0,769.0
795,Iowa,2014,1,1114.0,15863.0,1590.0,19338.0,771.0,,0.0,0.0,0.0,0.0,,65.0,,,18.0,63.0,53.0,81.0,0,2014-01-01,28.0,19338.0,19338.0,19338.0,19338.0,0,2014-Q1,0,771.0
796,Iowa,2014,2,1245.0,16560.0,1725.0,20349.0,819.0,,0.0,0.0,0.0,0.0,14.0,81.0,12.0,,28.0,82.0,70.0,110.0,0,2014-07-01,40.0,20349.0,20349.0,20349.0,20349.0,0,2014-Q3,0,819.0
797,Iowa,2015,1,1223.0,15829.0,1577.0,19371.0,742.0,,0.0,0.0,0.0,0.0,14.0,67.0,13.0,0.0,24.0,70.0,53.0,94.0,0,2015-01-01,41.0,19371.0,19371.0,19371.0,19371.0,0,2015-Q1,0,742.0
798,Iowa,2015,2,1280.0,16199.0,1841.0,20111.0,791.0,,0.0,0.0,0.0,0.0,,56.0,,,19.0,53.0,45.0,72.0,0,2015-07-01,27.0,20111.0,20111.0,20111.0,20111.0,0,2015-Q3,0,791.0
799,Iowa,2016,1,1170.0,15449.0,1686.0,19343.0,1038.0,,0.0,0.0,0.0,0.0,16.0,80.0,12.0,,29.0,87.0,82.0,116.0,0,2016-01-01,34.0,19343.0,19343.0,19343.0,19343.0,0,2016-Q1,0,1038.0
800,Iowa,2016,2,1297.0,15927.0,1787.0,20060.0,1049.0,,0.0,0.0,0.0,0.0,22.0,83.0,16.0,,30.0,94.0,66.0,124.0,0,2016-07-01,58.0,20060.0,20060.0,20060.0,20060.0,0,2016-Q3,0,1049.0
801,Iowa,2017,1,1296.0,14625.0,1692.0,18768.0,1155.0,,0.0,0.0,0.0,0.0,18.0,69.0,11.0,,32.0,70.0,67.0,102.0,0,2017-01-01,35.0,18768.0,18768.0,18768.0,18768.0,0,2017-Q1,0,1155.0
802,Iowa,2017,2,1361.0,15385.0,1835.0,19662.0,1081.0,,0.0,0.0,0.0,0.0,13.0,76.0,11.0,,21.0,80.0,56.0,101.0,0,2017-07-01,45.0,19662.0,19662.0,19662.0,19662.0,0,2017-Q3,0,1081.0
803,Iowa,2018,1,1262.0,14542.0,1816.0,18679.0,1059.0,,0.0,0.0,0.0,0.0,19.0,53.0,,,26.0,57.0,48.0,83.0,0,2018-01-01,35.0,18679.0,18679.0,18679.0,18679.0,0,2018-Q1,0,1059.0
804,Iowa,2018,2,1353.0,14785.0,1878.0,19106.0,1090.0,,0.0,0.0,0.0,0.0,21.0,71.0,13.0,,22.0,86.0,72.0,108.0,0,2018-07-01,36.0,19106.0,19106.0,19106.0,19106.0,0,2018-Q3,0,1090.0
805,Iowa,2019,1,1449.0,14326.0,1754.0,18518.0,989.0,,0.0,0.0,0.0,0.0,15.0,63.0,10.0,,29.0,63.0,53.0,92.0,0,2019-01-01,39.0,18518.0,18518.0,18518.0,18518.0,0,2019-Q1,0,989.0
806,Iowa,2019,2,1378.0,14724.0,1941.0,19131.0,1088.0,,0.0,0.0,0.0,0.0,19.0,64.0,,,20.0,77.0,58.0,97.0,0,2019-07-01,39.0,19131.0,19131.0,19131.0,19131.0,0,2019-Q3,0,1088.0
807,Iowa,2020,1,1336.0,13755.0,1872.0,18025.0,1062.0,,0.0,0.0,0.0,0.0,26.0,57.0,,,12.0,82.0,55.0,94.0,0,2020-01-01,39.0,18025.0,18025.0,18025.0,18025.0,0,2020-Q1,0,1062.0
808,Iowa,2020,2,1349.0,13787.0,1853.0,18089.0,1100.0,,0.0,0.0,0.0,0.0,,47.0,,,19.0,45.0,45.0,64.0,0,2020-07-01,19.0,18089.0,18089.0,18089.0,18089.0,0,2020-Q3,0,1100.0
809,Iowa,2021,1,1181.0,13762.0,1821.0,17824.0,1060.0,,0.0,0.0,0.0,0.0,13.0,49.0,,,14.0,64.0,51.0,78.0,0,2021-01-01,27.0,17824.0,17824.0,17824.0,17824.0,0,2021-Q1,0,1060.0
810,Iowa,2021,2,1386.0,14405.0,2082.0,19011.0,1138.0,,0.0,0.0,0.0,0.0,20.0,38.0,,,15.0,55.0,45.0,70.0,0,2021-07-01,25.0,19011.0,19011.0,19011.0,19011.0,0,2021-Q3,0,1138.0
811,Iowa,2022,1,1241.0,13527.0,1948.0,17816.0,1100.0,,0.0,0.0,0.0,0.0,16.0,55.0,10.0,,26.0,63.0,53.0,89.0,0,2022-01-01,36.0,17816.0,17816.0,17816.0,17816.0,0,2022-Q1,0,1100.0
812,Iowa,2022,2,1321.0,14000.0,2224.0,18690.0,1145.0,,0.0,0.0,0.0,0.0,16.0,65.0,14.0,,26.0,78.0,67.0,104.0,0,2022-07-01,37.0,18690.0,18690.0,18690.0,18690.0,0,2022-Q3,0,1145.0
813,Iowa,2023,1,1231.0,13423.0,2008.0,17786.0,1124.0,,0.0,0.0,0.0,0.0,18.0,42.0,13.0,,13.0,66.0,50.0,79.0,0,2023-01-01,29.0,17786.0,17786.0,17786.0,17786.0,0,2023-Q1,0,1124.0
814,Iowa,2023,2,1382.0,13538.0,2203.0,18266.0,1143.0,,0.0,0.0,0.0,0.0,,69.0,16.0,,23.0,79.0,65.0,102.0,0,2023-07-01,37.0,18266.0,18266.0,18266.0,18266.0,0,2023-Q3,0,1143.0
842,Kansas,2012,1,1390.0,14203.0,2971.0,19334.0,770.0,0.0,0.0,0.0,,,26.0,84.0,30.0,,33.0,113.0,96.0,146.0,0,2012-01-01,50.0,19334.0,19334.0,19334.0,19334.0,0,2012-Q1,0,770.0
843,Kansas,2012,2,1571.0,15235.0,3320.0,21007.0,881.0,0.0,0.0,0.0,,,17.0,65.0,24.0,,19.0,89.0,77.0,108.0,0,2012-07-01,31.0,21007.0,21007.0,21007.0,21007.0,0,2012-Q3,0,881.0
844,Kansas,2013,1,1337.0,13660.0,2927.0,18715.0,791.0,0.0,0.0,0.0,,,27.0,62.0,22.0,,22.0,97.0,74.0,119.0,0,2013-01-01,45.0,18715.0,18715.0,18715.0,18715.0,0,2013-Q1,0,791.0
845,Kansas,2013,2,1457.0,14621.0,3216.0,20124.0,830.0,0.0,0.0,0.0,,,22.0,83.0,22.0,,38.0,93.0,94.0,131.0,0,2013-07-01,37.0,20124.0,20124.0,20124.0,20124.0,0,2013-Q3,0,830.0
846,Kansas,2014,1,1407.0,13957.0,2965.0,19181.0,852.0,0.0,0.0,0.0,,,19.0,64.0,22.0,,25.0,88.0,85.0,113.0,0,2014-01-01,28.0,19181.0,19181.0,19181.0,19181.0,0,2014-Q1,0,852.0
847,Kansas,2014,2,1531.0,14547.0,3167.0,20042.0,797.0,0.0,0.0,0.0,,,18.0,92.0,18.0,,31.0,103.0,91.0,134.0,0,2014-07-01,43.0,20042.0,20042.0,20042.0,20042.0,0,2014-Q3,0,797.0
848,Kansas,2015,1,1437.0,13619.0,3053.0,18965.0,856.0,0.0,0.0,0.0,,,19.0,79.0,25.0,,31.0,97.0,94.0,128.0,0,2015-01-01,34.0,18965.0,18965.0,18965.0,18965.0,0,2015-Q1,0,856.0
849,Kansas,2015,2,1475.0,14617.0,3247.0,20189.0,850.0,0.0,0.0,0.0,,,18.0,56.0,24.0,,23.0,81.0,68.0,104.0,0,2015-07-01,36.0,20189.0,20189.0,20189.0,20189.0,0,2015-Q3,0,850.0
850,Kansas,2016,1,1210.0,13324.0,2962.0,18596.0,1100.0,0.0,0.0,0.0,,,22.0,69.0,15.0,,17.0,90.0,65.0,107.0,0,2016-01-01,42.0,18596.0,18596.0,18596.0,18596.0,0,2016-Q1,0,1100.0
851,Kansas,2016,2,1333.0,13611.0,3336.0,19457.0,1177.0,0.0,0.0,0.0,,,18.0,76.0,17.0,,32.0,86.0,82.0,118.0,0,2016-07-01,36.0,19457.0,19457.0,19457.0,19457.0,0,2016-Q3,0,1177.0
852,Kansas,2017,1,1186.0,12567.0,2849.0,17769.0,1167.0,0.0,0.0,0.0,,,17.0,66.0,16.0,,25.0,79.0,79.0,104.0,0,2017-01-01,25.0,17769.0,17769.0,17769.0,17769.0,0,2017-Q1,0,1167.0
853,Kansas,2017,2,1362.0,13027.0,3114.0,18750.0,1247.0,0.0,0.0,0.0,,,17.0,64.0,27.0,,30.0,87.0,78.0,117.0,0,2017-07-01,39.0,18750.0,18750.0,18750.0,18750.0,0,2017-Q3,0,1247.0
854,Kansas,2018,1,1236.0,12441.0,2891.0,17716.0,1148.0,0.0,0.0,0.0,,,16.0,63.0,24.0,,24.0,87.0,76.0,111.0,0,2018-01-01,35.0,17716.0,17716.0,17716.0,17716.0,0,2018-Q1,0,1148.0
855,Kansas,2018,2,1339.0,12882.0,3086.0,18545.0,1238.0,0.0,0.0,0.0,,,18.0,71.0,31.0,,34.0,91.0,90.0,125.0,0,2018-07-01,35.0,18545.0,18545.0,18545.0,18545.0,0,2018-Q3,0,1238.0
856,Kansas,2019,1,1155.0,11965.0,2880.0,17130.0,1130.0,0.0,0.0,0.0,,,16.0,60.0,19.0,,23.0,79.0,67.0,102.0,0,2019-01-01,35.0,17130.0,17130.0,17130.0,17130.0,0,2019-Q1,0,1130.0
857,Kansas,2019,2,1303.0,12584.0,3191.0,18265.0,1187.0,0.0,0.0,0.0,,,17.0,59.0,20.0,,25.0,74.0,62.0,99.0,0,2019-07-01,37.0,18265.0,18265.0,18265.0,18265.0,0,2019-Q3,0,1187.0
858,Kansas,2020,1,1201.0,11789.0,2815.0,16926.0,1121.0,0.0,0.0,0.0,,,24.0,67.0,25.0,,20.0,101.0,78.0,121.0,0,2020-01-01,43.0,16926.0,16926.0,16926.0,16926.0,0,2020-Q1,0,1121.0
859,Kansas,2020,2,1211.0,11874.0,3155.0,17450.0,1210.0,0.0,0.0,0.0,,,25.0,64.0,18.0,,29.0,86.0,81.0,115.0,0,2020-07-01,34.0,17450.0,17450.0,17450.0,17450.0,0,2020-Q3,0,1210.0
860,Kansas,2021,1,1111.0,11602.0,2950.0,16719.0,1056.0,0.0,0.0,0.0,,,19.0,56.0,21.0,,20.0,80.0,54.0,100.0,0,2021-01-01,46.0,16719.0,16719.0,16719.0,16719.0,0,2021-Q1,0,1056.0
861,Kansas,2021,2,1205.0,12454.0,3172.0,17986.0,1155.0,0.0,0.0,0.0,,,11.0,62.0,12.0,,20.0,73.0,61.0,93.0,0,2021-07-01,32.0,17986.0,17986.0,17986.0,17986.0,0,2021-Q3,0,1155.0
862,Kansas,2022,1,1053.0,11313.0,2928.0,16382.0,1088.0,0.0,0.0,0.0,,,,54.0,22.0,,16.0,75.0,55.0,91.0,0,2022-01-01,36.0,16382.0,16382.0,16382.0,16382.0,0,2022-Q1,0,1088.0
863,Kansas,2022,2,1155.0,12356.0,3381.0,18019.0,1127.0,0.0,0.0,0.0,,,14.0,63.0,28.0,10.0,37.0,79.0,77.0,116.0,0,2022-07-01,39.0,18019.0,18019.0,18019.0,18019.0,0,2022-Q3,0,1127.0
864,Kansas,2023,1,1074.0,11433.0,3106.0,16644.0,1031.0,0.0,0.0,0.0,,,,57.0,26.0,13.0,20.0,85.0,69.0,105.0,0,2023-01-01,36.0,16644.0,16644.0,16644.0,16644.0,0,2023-Q1,0,1031.0
865,Kansas,2023,2,1137.0,11655.0,3470.0,17421.0,1159.0,0.0,0.0,0.0,,,14.0,50.0,14.0,17.0,12.0,86.0,71.0,98.0,0,2023-07-01,27.0,17421.0,17421.0,17421.0,17421.0,0,2023-Q3,0,1159.0
893,Kentucky,2012,1,2446.0,22508.0,1263.0,26797.0,580.0,1.0,1.0,1.0,1.0,,33.0,163.0,14.0,,42.0,171.0,138.0,213.0,0,2012-01-01,75.0,26797.0,26797.0,26797.0,26797.0,0,2012-Q1,0,580.0
894,Kentucky,2012,2,2627.0,24177.0,1470.0,28961.0,687.0,1.0,1.0,1.0,1.0,,32.0,144.0,,,48.0,137.0,124.0,185.0,0,2012-07-01,61.0,28961.0,28961.0,28961.0,28961.0,0,2012-Q3,0,687.0
895,Kentucky,2013,1,2569.0,22687.0,1283.0,27124.0,585.0,1.0,1.0,1.0,1.0,,33.0,138.0,10.0,,46.0,136.0,111.0,182.0,0,2013-01-01,71.0,27124.0,27124.0,27124.0,27124.0,0,2013-Q1,0,585.0
896,Kentucky,2013,2,2648.0,23925.0,1410.0,28562.0,579.0,1.0,1.0,1.0,1.0,,25.0,140.0,,0.0,40.0,133.0,107.0,173.0,0,2013-07-01,66.0,28562.0,28562.0,28562.0,28562.0,0,2013-Q3,0,579.0
897,Kentucky,2014,1,2570.0,22669.0,1370.0,27223.0,614.0,1.0,1.0,1.0,1.0,,41.0,155.0,,,43.0,166.0,136.0,209.0,0,2014-01-01,73.0,27223.0,27223.0,27223.0,27223.0,0,2014-Q1,0,614.0
898,Kentucky,2014,2,2782.0,24032.0,1449.0,28947.0,684.0,1.0,1.0,1.0,1.0,,28.0,146.0,11.0,,45.0,144.0,107.0,189.0,0,2014-07-01,82.0,28947.0,28947.0,28947.0,28947.0,0,2014-Q3,0,684.0
