,state,year,bacode,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,dobbscodev1,dobbscodev2,dobbscodev3,dobbscode_sensitivity,dobbscode_sensitivity_tx,deaths_nhblack,deaths_nhwhite,deaths_hisp,deaths_otherraceeth,deaths_con,deaths_noncon,deaths_neo,deaths_total,exposed_infdeaths,time,deaths_nonneo,births_con,births_noncon,births_neo,births_nonneo,partial_ban,quarter,exposure_code,births_other
26,Alabama,2012,1,8579.0,17143.0,1909.0,28207.0,576.0,1.0,1.0,1.0,1.0,,139.0,120.0,,0.0,48.0,218.0,162.0,266.0,0,2012-01-01,104.0,28207.0,28207.0,28207.0,28207.0,0,2012-Q1,0,576.0
27,Alabama,2012,2,9517.0,18019.0,2016.0,30241.0,689.0,1.0,1.0,1.0,1.0,,124.0,118.0,13.0,,49.0,208.0,178.0,257.0,0,2012-07-01,79.0,30241.0,30241.0,30241.0,30241.0,0,2012-Q3,0,689.0
28,Alabama,2013,1,8493.0,16767.0,1907.0,27700.0,533.0,1.0,1.0,1.0,1.0,,103.0,128.0,12.0,,34.0,212.0,168.0,246.0,0,2013-01-01,78.0,27700.0,27700.0,27700.0,27700.0,0,2013-Q1,0,533.0
29,Alabama,2013,2,9413.0,18319.0,2095.0,30467.0,640.0,1.0,1.0,1.0,1.0,,124.0,115.0,15.0,0.0,44.0,211.0,154.0,255.0,0,2013-07-01,101.0,30467.0,30467.0,30467.0,30467.0,0,2013-Q3,0,640.0
30,Alabama,2014,1,8528.0,17413.0,1916.0,28445.0,588.0,1.0,1.0,1.0,1.0,,117.0,101.0,17.0,,50.0,187.0,135.0,237.0,0,2014-01-01,102.0,28445.0,28445.0,28445.0,28445.0,0,2014-Q1,0,588.0
31,Alabama,2014,2,9702.0,18516.0,2103.0,30977.0,656.0,1.0,1.0,1.0,1.0,,150.0,113.0,10.0,,45.0,234.0,171.0,279.0,0,2014-07-01,108.0,30977.0,30977.0,30977.0,30977.0,0,2014-Q3,0,656.0
32,Alabama,2015,1,8663.0,17333.0,2088.0,28680.0,596.0,1.0,1.0,1.0,1.0,,124.0,80.0,,,37.0,178.0,122.0,215.0,0,2015-01-01,93.0,28680.0,28680.0,28680.0,28680.0,0,2015-Q1,0,596.0
33,Alabama,2015,2,9598.0,18493.0,2207.0,30977.0,679.0,1.0,1.0,1.0,1.0,,154.0,105.0,18.0,,49.0,231.0,179.0,280.0,0,2015-07-01,101.0,30977.0,30977.0,30977.0,30977.0,0,2015-Q3,0,679.0
34,Alabama,2016,1,8428.0,17186.0,2192.0,28724.0,918.0,1.0,1.0,1.0,1.0,,138.0,121.0,14.0,,38.0,241.0,162.0,279.0,0,2016-01-01,117.0,28724.0,28724.0,28724.0,28724.0,0,2016-Q1,0,918.0
35,Alabama,2016,2,9267.0,17713.0,2388.0,30427.0,1059.0,1.0,1.0,1.0,1.0,,131.0,105.0,19.0,,54.0,204.0,162.0,258.0,0,2016-07-01,96.0,30427.0,30427.0,30427.0,30427.0,0,2016-Q3,0,1059.0
36,Alabama,2017,1,8396.0,16663.0,2184.0,28212.0,969.0,1.0,1.0,1.0,1.0,,106.0,103.0,11.0,,46.0,179.0,123.0,225.0,0,2017-01-01,102.0,28212.0,28212.0,28212.0,28212.0,0,2017-Q1,0,969.0
37,Alabama,2017,2,9567.0,17714.0,2362.0,30729.0,1086.0,1.0,1.0,1.0,1.0,,99.0,93.0,11.0,,45.0,164.0,133.0,209.0,0,2017-07-01,76.0,30729.0,30729.0,30729.0,30729.0,0,2017-Q3,0,1086.0
38,Alabama,2018,1,8447.0,16394.0,2139.0,27951.0,971.0,1.0,1.0,1.0,1.0,,97.0,84.0,,,34.0,165.0,120.0,199.0,0,2018-01-01,79.0,27951.0,27951.0,27951.0,27951.0,0,2018-Q1,0,971.0
39,Alabama,2018,2,9150.0,17382.0,2264.0,29810.0,1014.0,1.0,1.0,1.0,1.0,,99.0,98.0,,,47.0,159.0,132.0,206.0,0,2018-07-01,74.0,29810.0,29810.0,29810.0,29810.0,0,2018-Q3,0,1014.0
40,Alabama,2019,1,8503.0,16069.0,2204.0,27778.0,1002.0,1.0,1.0,1.0,1.0,,106.0,84.0,20.0,,35.0,179.0,103.0,214.0,0,2019-01-01,111.0,27778.0,27778.0,27778.0,27778.0,0,2019-Q1,0,1002.0
41,Alabama,2019,2,9694.0,17325.0,2706.0,30837.0,1112.0,1.0,1.0,1.0,1.0,,115.0,102.0,16.0,0.0,54.0,181.0,140.0,235.0,0,2019-07-01,95.0,30837.0,30837.0,30837.0,30837.0,0,2019-Q3,0,1112.0
42,Alabama,2020,1,8648.0,15986.0,2481.0,28055.0,940.0,1.0,1.0,1.0,1.0,,106.0,72.0,18.0,,29.0,172.0,117.0,201.0,0,2020-01-01,84.0,28055.0,28055.0,28055.0,28055.0,0,2020-Q1,0,940.0
43,Alabama,2020,2,9098.0,16686.0,2752.0,29592.0,1056.0,1.0,1.0,1.0,1.0,,91.0,87.0,20.0,,35.0,168.0,107.0,203.0,0,2020-07-01,96.0,29592.0,29592.0,29592.0,29592.0,0,2020-Q3,0,1056.0
44,Alabama,2021,1,7840.0,16237.0,2574.0,27655.0,1004.0,1.0,1.0,1.0,1.0,,90.0,93.0,17.0,12.0,30.0,183.0,108.0,213.0,0,2021-01-01,105.0,27655.0,27655.0,27655.0,27655.0,0,2021-Q1,0,1004.0
45,Alabama,2021,2,8671.0,17538.0,3074.0,30399.0,1116.0,1.0,1.0,1.0,1.0,,101.0,102.0,13.0,12.0,39.0,192.0,124.0,231.0,0,2021-07-01,107.0,30399.0,30399.0,30399.0,30399.0,0,2021-Q3,0,1116.0
46,Alabama,2022,1,7695.0,16123.0,2897.0,27750.0,1035.0,1.0,1.0,1.0,1.0,,103.0,65.0,12.0,,22.0,162.0,104.0,184.0,0,2022-01-01,80.0,27750.0,27750.0,27750.0,27750.0,0,2022-Q1,0,1035.0
47,Alabama,2022,2,8372.0,17602.0,3334.0,30399.0,1091.0,1.0,1.0,1.0,1.0,,98.0,79.0,16.0,,49.0,153.0,100.0,202.0,0,2022-07-01,102.0,30399.0,30399.0,30399.0,30399.0,0,2022-Q3,0,1091.0
48,Alabama,2023,1,7667.0,16233.0,3223.0,28154.0,1031.0,1.0,1.0,1.0,1.0,,99.0,93.0,17.0,10.0,45.0,180.0,140.0,225.0,1,2023-01-01,85.0,28154.0,28154.0,28154.0,28154.0,0,2023-Q1,1,1031.0
49,Alabama,2023,2,7876.0,16997.0,3667.0,29704.0,1164.0,1.0,1.0,1.0,1.0,,101.0,85.0,19.0,,49.0,171.0,140.0,220.0,1,2023-07-01,80.0,29704.0,29704.0,29704.0,29704.0,0,2023-Q3,1,1164.0
77,Alaska,2012,1,186.0,2789.0,351.0,5484.0,2158.0,0.0,0.0,0.0,0.0,0.0,,11.0,,15.0,,22.0,17.0,29.0,0,2012-01-01,12.0,5484.0,5484.0,5484.0,5484.0,0,2012-Q1,0,2158.0
78,Alaska,2012,2,175.0,2983.0,371.0,5703.0,2174.0,0.0,0.0,0.0,0.0,0.0,,15.0,,11.0,,26.0,17.0,29.0,0,2012-07-01,12.0,5703.0,5703.0,5703.0,5703.0,0,2012-Q3,0,2174.0
79,Alaska,2013,1,217.0,3223.0,412.0,5637.0,1785.0,0.0,0.0,0.0,0.0,0.0,,10.0,,17.0,,23.0,11.0,29.0,0,2013-01-01,18.0,5637.0,5637.0,5637.0,5637.0,0,2013-Q1,0,1785.0
80,Alaska,2013,2,229.0,3399.0,436.0,5809.0,1745.0,0.0,0.0,0.0,0.0,0.0,,20.0,,11.0,,26.0,18.0,35.0,0,2013-07-01,17.0,5809.0,5809.0,5809.0,5809.0,0,2013-Q3,0,1745.0
81,Alaska,2014,1,209.0,3254.0,409.0,5639.0,1767.0,0.0,0.0,0.0,0.0,0.0,,12.0,,17.0,,29.0,20.0,33.0,0,2014-01-01,13.0,5639.0,5639.0,5639.0,5639.0,0,2014-Q1,0,1767.0
82,Alaska,2014,2,237.0,3287.0,432.0,5753.0,1797.0,0.0,0.0,0.0,0.0,0.0,,17.0,,17.0,,37.0,15.0,42.0,0,2014-07-01,27.0,5753.0,5753.0,5753.0,5753.0,0,2014-Q3,0,1797.0
83,Alaska,2015,1,190.0,3297.0,377.0,5586.0,1722.0,0.0,0.0,0.0,0.0,0.0,,21.0,,17.0,,34.0,20.0,40.0,0,2015-01-01,20.0,5586.0,5586.0,5586.0,5586.0,0,2015-Q1,0,1722.0
84,Alaska,2015,2,233.0,3246.0,433.0,5696.0,1784.0,0.0,0.0,0.0,0.0,0.0,,15.0,,20.0,,30.0,23.0,38.0,0,2015-07-01,15.0,5696.0,5696.0,5696.0,5696.0,0,2015-Q3,0,1784.0
85,Alaska,2016,1,139.0,2984.0,395.0,5592.0,2074.0,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,18.0,,27.0,20.0,32.0,0,2016-01-01,12.0,5592.0,5592.0,5592.0,5592.0,0,2016-Q1,0,2074.0
86,Alaska,2016,2,180.0,2803.0,416.0,5617.0,2218.0,0.0,0.0,0.0,0.0,0.0,,,0.0,18.0,,22.0,12.0,28.0,0,2016-07-01,16.0,5617.0,5617.0,5617.0,5617.0,0,2016-Q3,0,2218.0
87,Alaska,2017,1,166.0,2574.0,379.0,5143.0,2024.0,0.0,0.0,0.0,0.0,0.0,,14.0,,16.0,,25.0,21.0,34.0,0,2017-01-01,13.0,5143.0,5143.0,5143.0,5143.0,0,2017-Q1,0,2024.0
88,Alaska,2017,2,163.0,2685.0,420.0,5302.0,2034.0,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,11.0,,20.0,16.0,25.0,0,2017-07-01,9.0,5302.0,5302.0,5302.0,5302.0,0,2017-Q3,0,2034.0
89,Alaska,2018,1,136.0,2561.0,423.0,5073.0,1953.0,0.0,0.0,0.0,0.0,0.0,,12.0,,12.0,,26.0,21.0,34.0,0,2018-01-01,13.0,5073.0,5073.0,5073.0,5073.0,0,2018-Q1,0,1953.0
90,Alaska,2018,2,144.0,2496.0,384.0,5013.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,,22.0,11.0,26.0,0,2018-07-01,15.0,5013.0,5013.0,5013.0,5013.0,0,2018-Q3,0,1989.0
91,Alaska,2019,1,150.0,2394.0,382.0,4881.0,1955.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,21.0,15.0,27.0,0,2019-01-01,12.0,4881.0,4881.0,4881.0,4881.0,0,2019-Q1,0,1955.0
92,Alaska,2019,2,140.0,2465.0,405.0,4941.0,1931.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,11.0,11.0,21.0,0,2019-07-01,10.0,4941.0,4941.0,4941.0,4941.0,0,2019-Q3,0,1931.0
93,Alaska,2020,1,142.0,2407.0,349.0,4712.0,1814.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,,20.0,16.0,26.0,0,2020-01-01,10.0,4712.0,4712.0,4712.0,4712.0,0,2020-Q1,0,1814.0
94,Alaska,2020,2,139.0,2363.0,385.0,4757.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,18.0,16.0,23.0,0,2020-07-01,7.0,4757.0,4757.0,4757.0,4757.0,0,2020-Q3,0,1870.0
95,Alaska,2021,1,114.0,2334.0,396.0,4692.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,19.0,,31.0,21.0,39.0,0,2021-01-01,18.0,4692.0,4692.0,4692.0,4692.0,0,2021-Q1,0,1848.0
96,Alaska,2021,2,129.0,2361.0,402.0,4675.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,,22.0,22.0,31.0,0,2021-07-01,9.0,4675.0,4675.0,4675.0,4675.0,0,2021-Q3,0,1783.0
97,Alaska,2022,1,120.0,2324.0,396.0,4680.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,13.0,,23.0,14.0,28.0,0,2022-01-01,14.0,4680.0,4680.0,4680.0,4680.0,0,2022-Q1,0,1840.0
98,Alaska,2022,2,129.0,2315.0,398.0,4679.0,1837.0,0.0,0.0,0.0,0.0,0.0,,12.0,,18.0,,27.0,16.0,34.0,0,2022-07-01,18.0,4679.0,4679.0,4679.0,4679.0,0,2022-Q3,0,1837.0
99,Alaska,2023,1,108.0,2210.0,384.0,4454.0,1752.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15.0,,27.0,21.0,34.0,0,2023-01-01,13.0,4454.0,4454.0,4454.0,4454.0,0,2023-Q1,0,1752.0
100,Alaska,2023,2,104.0,2143.0,409.0,4561.0,1905.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,,27.0,16.0,32.0,0,2023-07-01,16.0,4561.0,4561.0,4561.0,4561.0,0,2023-Q3,0,1905.0
128,Arizona,2012,1,2162.0,18961.0,15771.0,41327.0,4433.0,,0.0,2.0,,0.0,25.0,81.0,124.0,22.0,64.0,190.0,165.0,254.0,0,2012-01-01,89.0,41327.0,41327.0,41327.0,41327.0,1,2012-Q1,0,4433.0
129,Arizona,2012,2,2284.0,19875.0,18135.0,45114.0,4820.0,,0.0,2.0,,0.0,29.0,66.0,121.0,34.0,59.0,191.0,176.0,250.0,0,2012-07-01,74.0,45114.0,45114.0,45114.0,45114.0,1,2012-Q3,0,4820.0
130,Arizona,2013,1,2090.0,18739.0,15822.0,40977.0,4326.0,,0.0,2.0,,0.0,29.0,79.0,100.0,21.0,48.0,184.0,148.0,232.0,0,2013-01-01,84.0,40977.0,40977.0,40977.0,40977.0,1,2013-Q1,0,4326.0
131,Arizona,2013,2,2347.0,19621.0,18063.0,44623.0,4592.0,,0.0,2.0,,0.0,29.0,69.0,97.0,22.0,55.0,164.0,144.0,219.0,0,2013-07-01,75.0,44623.0,44623.0,44623.0,44623.0,1,2013-Q3,0,4592.0
132,Arizona,2014,1,2161.0,18880.0,16369.0,41497.0,4087.0,,0.0,2.0,,0.0,27.0,95.0,127.0,27.0,66.0,214.0,188.0,280.0,0,2014-01-01,92.0,41497.0,41497.0,41497.0,41497.0,1,2014-Q1,0,4087.0
133,Arizona,2014,2,2512.0,19728.0,18665.0,45390.0,4485.0,,0.0,2.0,,0.0,25.0,91.0,111.0,21.0,68.0,186.0,164.0,254.0,0,2014-07-01,90.0,45390.0,45390.0,45390.0,45390.0,1,2014-Q3,0,4485.0
134,Arizona,2015,1,2223.0,18194.0,16807.0,41361.0,4137.0,,0.0,2.0,,0.0,27.0,81.0,124.0,26.0,63.0,197.0,161.0,260.0,0,2015-01-01,99.0,41361.0,41361.0,41361.0,41361.0,1,2015-Q1,0,4137.0
135,Arizona,2015,2,2359.0,18782.0,18440.0,43990.0,4409.0,,0.0,2.0,,0.0,22.0,72.0,89.0,20.0,51.0,158.0,130.0,209.0,0,2015-07-01,79.0,43990.0,43990.0,43990.0,43990.0,1,2015-Q3,0,4409.0
136,Arizona,2016,1,1933.0,17436.0,16404.0,40739.0,4966.0,,0.0,2.0,,0.0,16.0,90.0,115.0,30.0,61.0,194.0,168.0,255.0,0,2016-01-01,87.0,40739.0,40739.0,40739.0,40739.0,1,2016-Q1,0,4966.0
137,Arizona,2016,2,2142.0,17808.0,18546.0,43781.0,5285.0,,0.0,2.0,,0.0,30.0,41.0,101.0,28.0,45.0,156.0,134.0,201.0,0,2016-07-01,67.0,43781.0,43781.0,43781.0,43781.0,1,2016-Q3,0,5285.0
138,Arizona,2017,1,2042.0,16478.0,16216.0,39379.0,4643.0,,0.0,2.0,,0.0,36.0,70.0,103.0,22.0,50.0,186.0,142.0,236.0,0,2017-01-01,94.0,39379.0,39379.0,39379.0,39379.0,1,2017-Q1,0,4643.0
139,Arizona,2017,2,2199.0,17216.0,18161.0,42493.0,4917.0,,0.0,2.0,,0.0,18.0,75.0,102.0,33.0,44.0,189.0,151.0,233.0,0,2017-07-01,82.0,42493.0,42493.0,42493.0,42493.0,1,2017-Q3,0,4917.0
140,Arizona,2018,1,2121.0,15971.0,15882.0,38641.0,4667.0,,0.0,2.0,,0.0,19.0,76.0,97.0,20.0,48.0,168.0,153.0,216.0,0,2018-01-01,63.0,38641.0,38641.0,38641.0,38641.0,1,2018-Q1,0,4667.0
141,Arizona,2018,2,2184.0,16834.0,18202.0,42082.0,4862.0,,0.0,2.0,,0.0,22.0,68.0,116.0,26.0,74.0,161.0,161.0,235.0,0,2018-07-01,74.0,42082.0,42082.0,42082.0,42082.0,1,2018-Q3,0,4862.0
142,Arizona,2019,1,2266.0,15571.0,15733.0,38168.0,4598.0,,0.0,2.0,,0.0,25.0,66.0,99.0,23.0,51.0,167.0,126.0,218.0,0,2019-01-01,92.0,38168.0,38168.0,38168.0,38168.0,1,2019-Q1,0,4598.0
143,Arizona,2019,2,2276.0,16369.0,17906.0,41207.0,4656.0,,0.0,2.0,,0.0,28.0,69.0,93.0,19.0,53.0,158.0,139.0,211.0,0,2019-07-01,72.0,41207.0,41207.0,41207.0,41207.0,1,2019-Q3,0,4656.0
144,Arizona,2020,1,2166.0,15137.0,15854.0,37441.0,4284.0,,0.0,2.0,,0.0,23.0,67.0,95.0,11.0,44.0,155.0,135.0,199.0,0,2020-01-01,64.0,37441.0,37441.0,37441.0,37441.0,1,2020-Q1,0,4284.0
145,Arizona,2020,2,2223.0,15717.0,17145.0,39506.0,4421.0,,0.0,2.0,,0.0,31.0,67.0,80.0,22.0,43.0,163.0,131.0,206.0,0,2020-07-01,75.0,39506.0,39506.0,39506.0,39506.0,1,2020-Q3,0,4421.0
146,Arizona,2021,1,2072.0,14991.0,15054.0,36113.0,3996.0,,0.0,2.0,,0.0,19.0,50.0,92.0,21.0,47.0,142.0,134.0,189.0,0,2021-01-01,55.0,36113.0,36113.0,36113.0,36113.0,1,2021-Q1,0,3996.0
147,Arizona,2021,2,2331.0,16497.0,18421.0,41803.0,4554.0,,0.0,2.0,,0.0,34.0,68.0,112.0,23.0,46.0,194.0,161.0,240.0,0,2021-07-01,79.0,41803.0,41803.0,41803.0,41803.0,1,2021-Q3,0,4554.0
148,Arizona,2022,1,2218.0,14828.0,16092.0,37296.0,4158.0,,0.0,2.0,,0.0,23.0,74.0,112.0,35.0,54.0,195.0,167.0,249.0,0,2022-01-01,82.0,37296.0,37296.0,37296.0,37296.0,1,2022-Q1,0,4158.0
149,Arizona,2022,2,2207.0,15671.0,18747.0,41251.0,4626.0,,0.0,2.0,,0.0,22.0,67.0,107.0,39.0,59.0,178.0,154.0,237.0,0,2022-07-01,83.0,41251.0,41251.0,41251.0,41251.0,1,2022-Q3,0,4626.0
150,Arizona,2023,1,2085.0,14414.0,16549.0,37368.0,4320.0,,0.0,2.0,,0.0,12.0,51.0,122.0,22.0,41.0,168.0,148.0,209.0,0,2023-01-01,61.0,37368.0,37368.0,37368.0,37368.0,1,2023-Q1,0,4320.0
151,Arizona,2023,2,2249.0,15280.0,18634.0,40728.0,4565.0,,0.0,2.0,,0.0,22.0,63.0,110.0,25.0,57.0,164.0,148.0,221.0,0,2023-07-01,73.0,40728.0,40728.0,40728.0,40728.0,1,2023-Q3,0,4565.0
179,Arkansas,2012,1,3394.0,12610.0,1853.0,18421.0,564.0,1.0,1.0,1.0,1.0,,32.0,75.0,12.0,,28.0,97.0,74.0,125.0,0,2012-01-01,51.0,18421.0,18421.0,18421.0,18421.0,0,2012-Q1,0,564.0
180,Arkansas,2012,2,3906.0,13315.0,2001.0,19926.0,704.0,1.0,1.0,1.0,1.0,,43.0,89.0,,,27.0,117.0,89.0,144.0,0,2012-07-01,55.0,19926.0,19926.0,19926.0,19926.0,0,2012-Q3,0,704.0
181,Arkansas,2013,1,3367.0,12165.0,1824.0,18064.0,708.0,1.0,1.0,1.0,1.0,,39.0,86.0,12.0,,35.0,108.0,88.0,143.0,0,2013-01-01,55.0,18064.0,18064.0,18064.0,18064.0,0,2013-Q1,0,708.0
182,Arkansas,2013,2,3898.0,13122.0,2010.0,19768.0,738.0,1.0,1.0,1.0,1.0,,44.0,81.0,18.0,,28.0,117.0,80.0,145.0,0,2013-07-01,65.0,19768.0,19768.0,19768.0,19768.0,0,2013-Q3,0,738.0
183,Arkansas,2014,1,3429.0,12442.0,1868.0,18481.0,742.0,1.0,1.0,1.0,1.0,,36.0,85.0,,,33.0,103.0,84.0,136.0,0,2014-01-01,52.0,18481.0,18481.0,18481.0,18481.0,0,2014-Q1,0,742.0
184,Arkansas,2014,2,3825.0,13498.0,1969.0,20030.0,738.0,1.0,1.0,1.0,1.0,,52.0,88.0,12.0,,44.0,110.0,90.0,154.0,0,2014-07-01,64.0,20030.0,20030.0,20030.0,20030.0,0,2014-Q3,0,738.0
185,Arkansas,2015,1,3693.0,12417.0,1893.0,18764.0,761.0,1.0,1.0,1.0,1.0,,53.0,86.0,10.0,,33.0,121.0,88.0,154.0,0,2015-01-01,66.0,18764.0,18764.0,18764.0,18764.0,0,2015-Q1,0,761.0
186,Arkansas,2015,2,3896.0,13297.0,2115.0,20122.0,814.0,1.0,1.0,1.0,1.0,,43.0,86.0,,,29.0,110.0,73.0,139.0,0,2015-07-01,66.0,20122.0,20122.0,20122.0,20122.0,0,2015-Q3,0,814.0
187,Arkansas,2016,1,3322.0,12141.0,1960.0,18486.0,1063.0,1.0,1.0,1.0,1.0,,46.0,93.0,10.0,,36.0,121.0,83.0,157.0,0,2016-01-01,74.0,18486.0,18486.0,18486.0,18486.0,0,2016-Q1,0,1063.0
188,Arkansas,2016,2,3776.0,12812.0,2104.0,19788.0,1096.0,1.0,1.0,1.0,1.0,,44.0,91.0,11.0,,51.0,101.0,88.0,152.0,0,2016-07-01,64.0,19788.0,19788.0,19788.0,19788.0,0,2016-Q3,0,1096.0
189,Arkansas,2017,1,3393.0,11543.0,1888.0,17900.0,1076.0,1.0,1.0,1.0,1.0,,43.0,89.0,13.0,,32.0,120.0,83.0,152.0,0,2017-01-01,69.0,17900.0,17900.0,17900.0,17900.0,0,2017-Q1,0,1076.0
190,Arkansas,2017,2,3689.0,12546.0,2160.0,19620.0,1225.0,1.0,1.0,1.0,1.0,,51.0,87.0,11.0,,38.0,117.0,91.0,155.0,0,2017-07-01,64.0,19620.0,19620.0,19620.0,19620.0,0,2017-Q3,0,1225.0
191,Arkansas,2018,1,3349.0,11577.0,1895.0,17965.0,1144.0,1.0,1.0,1.0,1.0,,48.0,86.0,11.0,,38.0,112.0,87.0,150.0,0,2018-01-01,63.0,17965.0,17965.0,17965.0,17965.0,0,2018-Q1,0,1144.0
192,Arkansas,2018,2,3617.0,12032.0,2204.0,19053.0,1200.0,1.0,1.0,1.0,1.0,,41.0,73.0,13.0,,36.0,93.0,87.0,129.0,0,2018-07-01,42.0,19053.0,19053.0,19053.0,19053.0,0,2018-Q3,0,1200.0
193,Arkansas,2019,1,3347.0,11104.0,1944.0,17439.0,1044.0,1.0,1.0,1.0,1.0,,44.0,71.0,11.0,,25.0,106.0,81.0,131.0,0,2019-01-01,50.0,17439.0,17439.0,17439.0,17439.0,0,2019-Q1,0,1044.0
194,Arkansas,2019,2,3651.0,11961.0,2144.0,19125.0,1369.0,1.0,1.0,1.0,1.0,,36.0,67.0,12.0,,32.0,88.0,73.0,120.0,0,2019-07-01,47.0,19125.0,19125.0,19125.0,19125.0,0,2019-Q3,0,1369.0
195,Arkansas,2020,1,3268.0,10834.0,1904.0,17194.0,1188.0,1.0,1.0,1.0,1.0,,39.0,98.0,,,37.0,106.0,94.0,143.0,0,2020-01-01,49.0,17194.0,17194.0,17194.0,17194.0,0,2020-Q1,0,1188.0
196,Arkansas,2020,2,3566.0,11272.0,2035.0,18057.0,1184.0,1.0,1.0,1.0,1.0,,35.0,62.0,11.0,,29.0,92.0,71.0,121.0,0,2020-07-01,50.0,18057.0,18057.0,18057.0,18057.0,0,2020-Q3,0,1184.0
197,Arkansas,2021,1,3107.0,10847.0,1841.0,16917.0,1122.0,1.0,1.0,1.0,1.0,,47.0,87.0,,,28.0,116.0,83.0,144.0,0,2021-01-01,61.0,16917.0,16917.0,16917.0,16917.0,0,2021-Q1,0,1122.0
198,Arkansas,2021,2,3554.0,12015.0,2228.0,19048.0,1251.0,1.0,1.0,1.0,1.0,,47.0,86.0,22.0,13.0,41.0,128.0,103.0,169.0,0,2021-07-01,66.0,19048.0,19048.0,19048.0,19048.0,0,2021-Q3,0,1251.0
199,Arkansas,2022,1,3054.0,10775.0,2072.0,17114.0,1213.0,1.0,1.0,1.0,1.0,,42.0,66.0,12.0,,30.0,101.0,70.0,131.0,0,2022-01-01,61.0,17114.0,17114.0,17114.0,17114.0,0,2022-Q1,0,1213.0
200,Arkansas,2022,2,3247.0,11764.0,2155.0,18357.0,1191.0,1.0,1.0,1.0,1.0,,36.0,87.0,,,31.0,108.0,87.0,139.0,0,2022-07-01,52.0,18357.0,18357.0,18357.0,18357.0,0,2022-Q3,0,1191.0
201,Arkansas,2023,1,3055.0,10833.0,1957.0,17027.0,1182.0,1.0,1.0,1.0,1.0,,56.0,73.0,12.0,,20.0,131.0,94.0,151.0,1,2023-01-01,57.0,17027.0,17027.0,17027.0,17027.0,0,2023-Q1,1,1182.0
202,Arkansas,2023,2,3324.0,11330.0,2348.0,18237.0,1235.0,1.0,1.0,1.0,1.0,,40.0,81.0,13.0,,34.0,109.0,101.0,143.0,1,2023-07-01,42.0,18237.0,18237.0,18237.0,18237.0,0,2023-Q3,1,1235.0
230,California,2012,1,13974.0,69664.0,117175.0,241147.0,40334.0,0.0,0.0,0.0,,0.0,137.0,277.0,582.0,115.0,291.0,825.0,770.0,1116.0,0,2012-01-01,346.0,241147.0,241147.0,241147.0,241147.0,0,2012-Q1,0,40334.0
231,California,2012,2,15464.0,73033.0,127755.0,262608.0,46356.0,0.0,0.0,0.0,,0.0,153.0,285.0,575.0,112.0,316.0,814.0,809.0,1130.0,0,2012-07-01,321.0,262608.0,262608.0,262608.0,262608.0,0,2012-Q3,0,46356.0
232,California,2013,1,13810.0,69452.0,112908.0,236982.0,40812.0,0.0,0.0,0.0,,0.0,176.0,278.0,579.0,112.0,250.0,900.0,792.0,1150.0,0,2013-01-01,358.0,236982.0,236982.0,236982.0,236982.0,0,2013-Q1,0,40812.0
233,California,2013,2,15121.0,74079.0,125588.0,257723.0,42935.0,0.0,0.0,0.0,,0.0,137.0,329.0,631.0,98.0,296.0,907.0,857.0,1203.0,0,2013-07-01,346.0,257723.0,257723.0,257723.0,257723.0,0,2013-Q3,0,42935.0
234,California,2014,1,13571.0,70774.0,112855.0,241159.0,43959.0,0.0,0.0,0.0,,0.0,150.0,269.0,560.0,115.0,254.0,843.0,819.0,1097.0,0,2014-01-01,278.0,241159.0,241159.0,241159.0,241159.0,0,2014-Q1,0,43959.0
235,California,2014,2,14741.0,73544.0,124684.0,261720.0,48751.0,0.0,0.0,0.0,,0.0,155.0,267.0,522.0,115.0,264.0,802.0,763.0,1066.0,0,2014-07-01,303.0,261720.0,261720.0,261720.0,261720.0,0,2014-Q3,0,48751.0
236,California,2015,1,13152.0,69549.0,111931.0,238605.0,43973.0,0.0,0.0,0.0,,0.0,132.0,263.0,574.0,132.0,274.0,831.0,783.0,1105.0,0,2015-01-01,322.0,238605.0,238605.0,238605.0,238605.0,0,2015-Q1,0,43973.0
237,California,2015,2,13883.0,72043.0,122306.0,253143.0,44911.0,0.0,0.0,0.0,,0.0,127.0,284.0,541.0,108.0,271.0,793.0,782.0,1064.0,0,2015-07-01,282.0,253143.0,253143.0,253143.0,253143.0,0,2015-Q3,0,44911.0
238,California,2016,1,11536.0,65902.0,109505.0,235980.0,49037.0,0.0,0.0,0.0,,0.0,138.0,262.0,496.0,110.0,241.0,768.0,663.0,1009.0,0,2016-01-01,346.0,235980.0,235980.0,235980.0,235980.0,0,2016-Q1,0,49037.0
